iter	Passed	Remaining
399	46643	69965
400	46812	69926
401	46864	69714
402	46933	69527
403	47026	69375
404	47190	69328
405	47251	69131
406	47310	68931
407	47445	68842
408	47505	68644
409	47592	68486
410	47661	68303
411	47714	68097
412	47765	67889
413	47818	67685
414	47876	67488
415	48005	67392
416	48061	67193
417	48153	67046
418	48243	66895
419	48303	66704
420	48362	66512
421	48521	66457
422	48589	66278
423	48677	66127
424	48766	65977
425	48831	65796
426	48892	65609
427	48983	65463
428	49060	65299
429	49127	65122
430	49194	64945
431	49356	64894
432	49406	64696
433	49471	64518
434	49539	64344
435	49661	64241
436	49720	64056
437	49778	63871
438	49873	63733
439	49994	63629
440	50169	63593
441	50261	63452
442	50389	63356
443	50449	63175
444	50520	63008
445	50570	62815
446	50628	62633
447	50794	62585
448	50843	62394
449	50910	62224
450	50978	62056
451	51047	61889
452	51097	61700
453	51163	61531
454	51232	61366
455	51300	61200
456	51389	61060
457	51550	61004
458	51619	60841
459	51677	60664
460	51803	60568
461	51894	60431
462	51985	60294
463	52054	60131
464	52110	59955
465	52168	59780
466	52324	59719
467	52384	59548
468	52444	59377
469	52501	59203
470	52667	59153
471	52735	58992
472	52861	58896
473	52916	58721
474	53002	58581
475	53065	58416
476	53117	58239
477	53284	58188
478	53451	58137
479	53522	57982
480	53571	57803
481	53622	57627
482	53798	57585
483	53890	57453
484	54016	57357
485	54184	57306
486	54236	57132
487	54309	56979
488	54433	56881
489	54557	56784
490	54615	56617
491	54687	56465
492	54761	56316
493	54817	56148
494	54983	56094
495	55107	55996
496	55199	55866
497	55258	55701
498	55329	55550
499	55498	55498
500	55571	55350
501	55621	55178
502	55690	55025
503	55813	54927
504	55888	54781
505	55939	54612
506	56067	54519
507	56231	54460
508	56394	54400
509	56523	54307
510	56594	54158
511	56665	54009
512	56740	53864
513	56868	53770
514	56958	53640
515	57016	53480
516	57192	53431
517	57363	53377
518	57433	53228
519	57597	53167
520	57722	53068
521	57890	53010
522	57975	52876
523	58035	52719
524	58159	52620
525	58229	52473
526	58402	52418
527	58571	52359
528	58662	52230
529	58732	52083
530	58788	51923
531	58875	51792
532	58931	51634
533	58980	51470
534	59141	51403
535	59199	51246
536	59282	51113
537	59352	50967
538	59479	50871
539	59529	50709
540	59617	50580
541	59684	50434
542	59738	50277
543	59794	50122
544	59863	49977
545	59950	49848
546	60039	49721
547	60142	49606
548	60201	49454
549	60261	49304
550	60350	49178
551	60420	49036
552	60470	48879
553	60520	48722
554	60572	48566
555	60741	48505
556	60798	48355
557	60897	48237
558	61069	48178
559	61210	48093
560	61286	47958
561	61454	47895
562	61576	47795
563	61633	47645
564	61690	47496
565	61748	47347
566	61876	47253
567	62063	47202
568	62161	47085
569	62269	46975
570	62444	46915
571	62530	46788
572	62614	46660
573	62715	46545
574	62814	46428
575	62884	46289
576	62953	46151
577	63030	46018
578	63166	45929
579	63233	45789
580	63313	45659
581	63433	45558
582	63591	45484
583	63685	45364
584	63806	45264
585	64003	45217
586	64114	45109
587	64178	44968
588	64366	44914
589	64475	44804
590	64537	44663
591	64612	44530
592	64723	44422
593	64830	44311
594	65010	44251
595	65089	44121
596	65155	43982
597	65231	43851
598	65375	43765
599	65466	43644
600	65538	43510
601	65690	43430
602	65876	43371
603	65959	43244
604	66140	43182
605	66238	43066
606	66306	42929
607	66479	42861
608	66549	42727
609	66619	42592
610	66748	42496
611	66807	42355
612	66868	42215
613	67040	42145
614	67114	42014
615	67165	41869
616	67291	41770
617	67361	41637
618	67458	41521
619	67527	41387
620	67577	41242
621	67747	41171
622	67869	41070
623	67958	40949
624	68080	40848
625	68203	40747
626	68253	40603
627	68412	40524
628	68575	40447
629	68707	40352
630	68757	40208
631	68814	40068
632	68982	39994
633	69146	39917
634	69308	39838
635	69358	39695
636	69526	39620
637	69593	39487
638	69679	39365
639	69753	39236
640	69803	39094
641	69978	39022
642	70032	38882
643	70102	38752
644	70174	38623
645	70343	38547
646	70432	38427
647	70561	38329
648	70652	38211
649	70711	38075
650	70866	37991
651	70955	37871
652	71026	37743
653	71093	37611
654	71216	37511
655	71273	37375
656	71438	37295
657	71568	37198
658	71728	37115
659	71857	37017
660	71927	36888
661	72048	36785
662	72217	36708
663	72265	36568
664	72321	36432
665	72387	36302
666	72442	36166
667	72604	36084
668	72767	36003
669	72900	35905
670	73068	35826
671	73135	35696
672	73204	35569
673	73293	35450
674	73387	35334
675	73513	35234
676	73581	35106
677	73650	34978
678	73700	34842
679	73859	34757
680	73910	34621
681	73990	34500
682	74079	34382
683	74151	34256
684	74199	34120
685	74373	34042
686	74435	33913
687	74606	33833
688	74700	33718
689	74792	33602
690	74960	33520
691	75051	33404
692	75109	33273
693	75160	33140
694	75329	33058
695	75386	32927
696	75481	32813
697	75540	32683
698	75616	32561
699	75704	32444
700	75875	32363
701	75948	32240
702	75998	32107
703	76123	32006
704	76222	31894
705	76316	31780
706	76407	31665
707	76500	31551
708	76570	31427
709	76704	31329
710	76867	31244
711	77009	31150
712	77078	31025
713	77178	30914
714	77346	30830
715	77438	30715
716	77514	30594
717	77572	30467
718	77632	30340
719	77695	30215
720	77763	30091
721	77971	30022
722	78047	29901
723	78127	29783
724	78232	29674
725	78341	29566
726	78520	29485
727	78572	29356
728	78753	29276
729	78936	29195
730	79098	29107
731	79168	28985
732	79262	28872
733	79361	28760
734	79537	28676
735	79598	28551
736	79667	28429
737	79717	28300
738	79772	28174
739	79859	28058
740	80024	27970
741	80155	27870
742	80220	27747
743	80307	27632
744	80356	27504
745	80414	27379
746	80582	27292
747	80661	27174
748	80834	27088
749	80962	26987
750	81088	26885
751	81215	26783
752	81379	26694
753	81552	26607
754	81718	26517
755	81889	26430
756	81956	26308
757	82121	26218
758	82210	26103
759	82271	25980
760	82354	25864
761	82424	25743
762	82554	25642
763	82720	25552
764	82883	25460
765	82975	25347
766	83029	25222
767	83203	25134
768	83271	25013
769	83390	24908
770	83475	24793
771	83645	24703
772	83730	24588
773	83796	24467
774	83845	24342
775	83913	24222
776	84042	24120
777	84106	23999
778	84174	23879
779	84231	23757
780	84299	23638
781	84468	23547
782	84543	23430
783	84702	23336
784	84773	23218
785	84898	23114
786	84958	22993
787	85031	22876
788	85196	22783
789	85276	22668
790	85472	22583
791	85548	22467
792	85619	22349
793	85687	22231
794	85854	22138
795	86017	22044
796	86066	21921
797	86189	21817
798	86309	21712
799	86398	21599
800	86468	21482
801	86590	21377
802	86759	21284
803	86830	21167
804	86899	21050
805	86954	20929
806	87078	20825
807	87171	20714
808	87338	20620
809	87426	20507
810	87590	20412
811	87730	20311
812	87810	20197
813	88004	20109
814	88144	20008
815	88328	19917
816	88456	19813
817	88565	19705
818	88658	19593
819	88748	19481
820	88918	19386
821	88996	19271
822	89086	19159
823	89211	19054
824	89267	18935
825	89367	18825
826	89436	18709
827	89561	18604
828	89620	18486
829	89796	18392
830	89847	18272
831	89942	18161
832	90000	18043
833	90128	17939
834	90298	17843
835	90370	17728
836	90438	17612
837	90507	17496
838	90573	17380
839	90642	17265
840	90713	17150
841	90883	17054
842	91050	16957
843	91217	16860
844	91278	16743
845	91377	16633
846	91538	16535
847	91708	16438
848	91780	16323
849	91841	16207
850	92013	16110
851	92106	15999
852	92195	15888
853	92284	15777
854	92457	15679
855	92550	15569
856	92717	15470
857	92777	15354
858	92903	15249
859	93024	15143
860	93150	15038
861	93324	14940
862	93458	14836
863	93517	14720
864	93681	14620
865	93844	14521
866	93939	14410
867	93999	14294
868	94069	14180
869	94238	14081
870	94333	13971
871	94424	13860
872	94598	13761
873	94768	13662
874	94936	13562
875	95027	13451
876	95194	13351
877	95268	13237
878	95340	13124
879	95399	13009
880	95522	12902
881	95583	12787
882	95678	12677
883	95745	12563
884	95816	12450
885	95873	12335
886	96041	12235
887	96108	12121
888	96271	12020
889	96357	11909
890	96487	11803
891	96662	11703
892	96728	11590
893	96898	11489
894	96956	11374
895	97044	11264
896	97164	11157
897	97335	11055
898	97389	10941
899	97559	10839
900	97652	10729
901	97747	10620
902	97799	10505
903	97918	10398
904	98043	10291
905	98166	10185
906	98256	10074
907	98341	9964
908	98388	9849
909	98457	9737
910	98627	9635
911	98687	9522
912	98755	9410
913	98820	9298
914	98983	9195
915	99039	9082
916	99127	8972
917	99289	8869
918	99381	8759
919	99463	8649
920	99633	8546
921	99800	8442
922	99963	8339
923	100087	8232
924	100252	8128
925	100319	8016
926	100443	7909
927	100577	7803
928	100683	7694
929	100769	7584
930	100834	7473
931	100923	7363
932	101082	7258
933	101245	7154
934	101369	7047
935	101428	6935
936	101498	6824
937	101667	6720
938	101753	6610
939	101822	6499
940	101878	6387
941	101963	6278
942	102023	6166
943	102196	6062
944	102288	5953
945	102463	5848
946	102581	5741
947	102738	5635
948	102905	5530
949	103079	5425
950	103128	5313
951	103196	5203
952	103284	5093
953	103349	4983
954	103507	4877
955	103632	4769
956	103725	4660
957	103892	4554
958	103956	4444
959	104080	4336
960	104254	4230
961	104344	4121
962	104502	4015
963	104562	3904
964	104734	3798
965	104893	3691
966	104951	3581
967	105122	3475
968	105191	3365
969	105258	3255
970	105419	3148
971	105544	3040
972	105706	2933
973	105834	2825
974	106004	2718
975	106125	2609
976	106214	2500
977	106285	2390
978	106419	2282
979	106489	2173
980	106557	2063
981	106726	1956
982	106819	1847
983	106978	1739
984	107030	1629
985	107102	1520
986	107259	1412
987	107420	1304
988	107579	1196
989	107737	1088
990	107824	979
991	107913	870
992	107970	761
993	108023	652
994	108150	543
995	108311	434
996	108379	326
997	108446	217
998	108582	108
999	108709	0
